Code No,Item,Unit,Quantity,Min,Max,Date
5058,Cowpea,Quintal,6,10000.0,12000.0,2025-03-28
5061,Finger Millet,Quintal,3,4400.0,5000.0,2025-03-28
5063,Jaggery - Type 1,Quintal,323,3875.0,4025.0,2025-03-28
5064,Jaggery - Type 2,Quintal,182,3775.0,3851.0,2025-03-28
5065,Red Jaggery,Quintal,217,3601.0,3751.0,2025-03-28
5067,Box Jaggery,Quintal,264,3900.0,4300.0,2025-03-28
5068,Red Chilli - Byadgi,Quintal,13,14000.0,17000.0,2025-03-28
5069,Red Chilli - Guntur,Quintal,10,13000.0,15000.0,2025-03-28
6009,Dates,10 Kg,1528,500.0,1500.0,2025-03-28
6011,Grated Coconut,25 Kg,1642,2860.0,2980.0,2025-03-28
6018,Amaranth,50 Kg,1255,6500.0,7500.0,2025-03-28
7001,Jasmine,1 Kg,840,200.0,300.0,2025-03-28
7002,Marigold,1 Kg,167,180.0,270.0,2025-03-28
7003,Jasmine,1 Kg,6,300.0,450.0,2025-03-28
7005,Tube Rose,1 Kg,2934,100.0,150.0,2025-03-28
7006,Marigold,1 Kg,21516,20.0,30.0,2025-03-28
7007,Holy Basil,1 Kg,1406,20.0,30.0,2025-03-28
7009,Lightning,1 Kg,2166,20.0,30.0,2025-03-28
7011,White Chrysanthemum,1 Kg,745,60.0,90.0,2025-03-28
7012,Yellow Chrysanthemum,1 Kg,418,60.0,90.0,2025-03-28
7013,Aster,Per Hundred,2402,8.0,12.0,2025-03-28
7014,Galanda,Per Hundred,540,8.0,12.0,2025-03-28
7015,Lily,Bundle,1642,12.0,18.0,2025-03-28
7016,Rose,Bunch,3754,8.0,12.0,2025-03-28
7018,Tube Rose Stick,Bunch,342,20.0,30.0,2025-03-28
7020,Golden D.J.,Bunch,722,20.0,30.0,2025-03-28
7021,Gladiolus Plain,Bunch,266,12.0,18.0,2025-03-28
7022,Gladiolus Colored,Bunch,334,40.0,60.0,2025-03-28
7027,Tats,Bunch,68,12.0,18.0,2025-03-28
7028,Gypsy,Bunch,220,100.0,150.0,2025-03-28
7031,Gerbera,Bunch,4431,10.0,20.0,2025-03-28
7032,Carnation,Bunch,502,80.0,100.0,2025-03-28
7033,Dutch Rose,Bunch,3162,60.0,100.0,2025-03-28
7035,Portia Tree,Per Piece,2934,8.0,12.0,2025-03-28
7036,Hibiscus,Per Hundred,160,4.0,6.0,2025-03-28
7038,Lilium,Bunch,106,400.0,600.0,2025-03-28
7039,Orchid,Bunch,19,300.0,450.0,2025-03-28
7040,Anthurium,Bunch,46,60.0,90.0,2025-03-28
7041,Grass,Bunch,1710,10.0,20.0,2025-03-28
7042,Leaf,Bunch,2706,20.0,30.0,2025-03-28
1001,Onion,Quintal,7112,900.0,1900.0,2025-03-27
1002,Potato,Quintal,6295,800.0,2100.0,2025-03-27
1003,Garlic,Quintal,1183,4000.0,10000.0,2025-03-27
1004,Ginger,Quintal,439,1000.0,2600.0,2025-03-27
2001,Ladyfinger,Quintal,435,1400.0,5000.0,2025-03-27
2002,Cluster Beans,Quintal,195,3000.0,7000.0,2025-03-27
2003,Tomato,Quintal,2319,500.0,1200.0,2025-03-27
2004,Peas,Quintal,429,3000.0,5500.0,2025-03-27
2005,Ridge Gourd,Quintal,242,3000.0,6000.0,2025-03-27
2006,Tinda,Quintal,90,2000.0,4000.0,2025-03-27
2007,Green Chilli,Quintal,872,3000.0,5000.0,2025-03-27
2008,Bottle Gourd,Quintal,231,600.0,1600.0,2025-03-27
2010,Cucumber,Quintal,1179,600.0,1800.0,2025-03-27
2011,Bitter Gourd,Quintal,114,2000.0,3500.0,2025-03-27
2012,Yam,Quintal,110,600.0,1200.0,2025-03-27
2013,Carrot,Quintal,940,1000.0,2000.0,2025-03-27
2014,Snake Gourd,Quintal,20,2000.0,5000.0,2025-03-27
2015,Pointed Gourd,Quintal,5,1500.0,2000.0,2025-03-27
2016,Cauliflower,Quintal,664,500.0,1000.0,2025-03-27
2017,Cabbage,Quintal,522,300.0,700.0,2025-03-27
2018,Brinjal,Quintal,315,1000.0,3000.0,2025-03-27
2019,Pumpkin,Quintal,430,1000.0,3000.0,2025-03-27
2020,Elephant Foot Yam,Quintal,7,1000.0,5000.0,2025-03-27
2021,Ivy Gourd,Quintal,52,2500.0,5000.0,2025-03-27
2022,Beetroot,Quintal,209,500.0,1500.0,2025-03-27
2023,Ash Gourd,Quintal,231,1000.0,2000.0,2025-03-27
2024,Parwal,Quintal,9,2000.0,5000.0,2025-03-27
2026,Hyacinth Beans,Quintal,40,3000.0,5000.0,2025-03-27
2027,Drumstick,Quintal,202,1000.0,4000.0,2025-03-27
2028,Raw Mango,Quintal,227,1000.0,5000.0,2025-03-27
2029,Chow Chow,Quintal,16,500.0,3000.0,2025-03-27
2030,Kohlrabi,Quintal,5,2000.0,4000.0,2025-03-27
2032,Amaranth Leaves,Quintal,28,2000.0,3000.0,2025-03-27
2033,Taro,Quintal,58,2000.0,3000.0,2025-03-27
2035,Pointed Gourd,Quintal,25,2500.0,4000.0,2025-03-27
2036,Zucchini,Quintal,36,1000.0,2500.0,2025-03-27
2037,Curry Leaves,Quintal,39,3000.0,5000.0,2025-03-27
2040,Colocasia,Quintal,23,1000.0,5000.0,2025-03-27
3023,Red and Yellow Pumpkin,Quintal,16,1500.0,4000.0,2025-03-27
3024,Basil,Quintal,1,3000.0,4000.0,2025-03-27
3025,Broccoli,Quintal,33,1500.0,4000.0,2025-03-27
3026,Bok Choy,Quintal,1,2000.0,2500.0,2025-03-27
3028,Chinese Cabbage,Quintal,1,2500.0,3000.0,2025-03-27
3029,Red Cabbage,Quintal,2,1500.0,2000.0,2025-03-27
3030,Avocado,Quintal,4,5500.0,7500.0,2025-03-27
3031,Baby Corn,Quintal,2,3500.0,5000.0,2025-03-27
3032,Zucchini,Quintal,9,1000.0,3000.0,2025-03-27
3033,Cherry Tomato,Quintal,1,2500.0,3000.0,2025-03-27
3034,Lettuce,Quintal,1,500.0,2500.0,2025-03-27
3035,Celery,Quintal,5,1000.0,5000.0,2025-03-27
3036,Mushroom,Quintal,5,10000.0,14000.0,2025-03-27
3037,Lotus Root,Quintal,4,4500.0,5000.0,2025-03-27
3042,Chinese Garlic,Quintal,2,5000.0,6000.0,2025-03-27
3001,Coriander,Per Hundred,164535,500.0,1200.0,2025-03-27
3002,Fenugreek,Per Hundred,41600,500.0,1100.0,2025-03-27
3003,Dill,Per Hundred,12900,500.0,800.0,2025-03-27
3004,Spring Onion,Per Hundred,9250,500.0,1200.0,2025-03-27
3005,Spinach,Per Hundred,13100,400.0,800.0,2025-03-27
3006,Radish,Per Hundred,3576,500.0,1500.0,2025-03-27
3007,Amaranth Leaves,Per Hundred,3850,500.0,700.0,2025-03-27
3008,Mustard,Per Hundred,320,400.0,500.0,2025-03-27
3009,Amaranth,Per Hundred,2300,400.0,800.0,2025-03-27
3011,Mint,Per Hundred,16300,200.0,600.0,2025-03-27
3014,Chia Seeds,Per Hundred,100,500.0,1000.0,2025-03-27
3015,Roselle,Per Hundred,100,400.0,600.0,2025-03-27
3016,Chia,Per Hundred,2200,400.0,800.0,2025-03-27
3022,Iceberg Lettuce,Quintal,6,2500.0,3000.0,2025-03-27
4001,Lemon,Quintal,250,500.0,6100.0,2025-03-27
4002,Guava,Quintal,245,1500.0,6000.0,2025-03-27
4005,Jackfruit,Quintal,20,1500.0,3500.0,2025-03-27
4007,Pear,Quintal,21,6000.0,7500.0,2025-03-27
4023,Plum,Quintal,1,5000.0,15000.0,2025-03-27
4027,Pomegranate,Quintal,5,1500.0,7000.0,2025-03-27
4034,Jamun,Quintal,376,4000.0,10000.0,2025-03-27
4038,Pineapple,Quintal,348,2600.0,6600.0,2025-03-27
4044,Fig,Quintal,23,5000.0,10000.0,2025-03-27
4049,Strawberry,Quintal,6,10000.0,20000.0,2025-03-27
4054,Sapodilla,Quintal,265,2000.0,5000.0,2025-03-27
4059,Pomegranate - No.1,Quintal,330,2500.0,15000.0,2025-03-27
4063,Apple - Shimla,Quintal,196,3000.0,13000.0,2025-03-27
4067,Pear,Quintal,12,5000.0,15000.0,2025-03-27
4074,Karonda,Quintal,1989,500.0,1000.0,2025-03-27
4081,Amla,Quintal,25,2500.0,3000.0,2025-03-27
4086,Banana,Quintal,30,500.0,2500.0,2025-03-27
4088,Sweet Lime,Quintal,269,4000.0,6000.0,2025-03-27
4102,Papaya,Quintal,221,700.0,2000.0,2025-03-27
4142,Grapes - Tasgaon,Quintal,740,2000.0,11000.0,2025-03-27
5003,Rice - Basmati,Quintal,43,7000.0,12200.0,2025-03-27
5004,Rice - Basmati Dubar,Quintal,774,5400.0,6700.0,2025-03-27
5005,Rice - Mogara,Quintal,553,4500.0,6000.0,2025-03-27
5006,Rice Flakes,Quintal,623,3700.0,4000.0,2025-03-27
5007,Rice - Ambemohar,Quintal,46,6500.0,8500.0,2025-03-27
5008,Rice - Kolam,Quintal,667,3800.0,7000.0,2025-03-27
5010,Rice - Dass,Quintal,681,3200.0,3800.0,2025-03-27
5011,Rice - Ukada,Quintal,414,3300.0,4400.0,2025-03-27
5012,Rice - Masuri,Quintal,421,3400.0,3900.0,2025-03-27
5013,Rice - Indrayani,Quintal,104,4500.0,6000.0,2025-03-27
5015,Wheat - Lokwan,Quintal,2585,3000.0,3800.0,2025-03-27
5017,Wheat - Gujarat Vinat,Quintal,665,3400.0,4200.0,2025-03-27
5018,Wheat - Gujarat Tukdi,Quintal,451,3600.0,4600.0,2025-03-27
5019,Wheat - Sinhor,Quintal,437,3800.0,5600.0,2025-03-27
5021,Sorghum - Maldandi No.1,Quintal,743,4600.0,5400.0,2025-03-27
5022,Sorghum - Maldandi No.2,Quintal,423,4500.0,4800.0,2025-03-27
5024,Sorghum - Vasant No.9,Quintal,546,4300.0,4600.0,2025-03-27
5025,Sorghum - Duri,Quintal,420,4200.0,4700.0,2025-03-27
5026,Pearl Millet - Gowran,Quintal,548,2800.0,3000.0,2025-03-27
5027,Pearl Millet - Hybrid,Quintal,376,2900.0,3100.0,2025-03-27
5028,Pearl Millet - Mahico No.910,Quintal,390,3000.0,3200.0,2025-03-27
5030,Peas - Green,Quintal,40,9900.0,11300.0,2025-03-27
5031,Peas - White,Quintal,35,4200.0,5200.0,2025-03-27
5033,Lentil,Quintal,44,7000.0,7600.0,2025-03-27
5035,Coriander - Indore,Quintal,1,9000.0,13000.0,2025-03-27
5036,Coriander - Gowran,Quintal,3,8000.0,10000.0,2025-03-27
5037,Chickpeas - Chafa,Quintal,43,7200.0,8200.0,2025-03-27
5038,Chickpeas - Hybrid,Quintal,40,7000.0,7800.0,2025-03-27
5041,Black Gram,Quintal,4,9000.0,9800.0,2025-03-27
5043,Maize - Red,Quintal,2,2300.0,2700.0,2025-03-27
5045,Tamarind - Old,Quintal,1,6000.0,7000.0,2025-03-27
5046,Tamarind - New,Quintal,2,9000.0,10000.0,2025-03-27
5047,Peanut - Gunguru,Quintal,773,9400.0,9800.0,2025-03-27
5048,Peanut - Jara,Quintal,328,9500.0,10000.0,2025-03-27
5049,Peanut - Spanish,Quintal,424,10500.0,12000.0,2025-03-27
5050,Turmeric - Rajapuri,Quintal,2,15000.0,20000.0,2025-03-27
5054,Green Gram,Quintal,40,8800.0,9800.0,2025-03-27
5057,Horse Gram,Quintal,5,5400.0,6600.0,2025-03-27
5058,Cowpea,Quintal,6,10000.0,12200.0,2025-03-27
5061,Finger Millet,Quintal,4,4500.0,4800.0,2025-03-27
5063,Jaggery - Type 1,Quintal,237,3825.0,4015.0,2025-03-27
5064,Jaggery - Type 2,Quintal,180,3701.0,3815.0,2025-03-27
5065,Red Jaggery,Quintal,220,3551.0,3675.0,2025-03-27
5067,Box Jaggery,Quintal,267,4000.0,4400.0,2025-03-27
5068,Red Chilli - Byadgi,Quintal,10,14000.0,18000.0,2025-03-27
5069,Red Chilli - Guntur,Quintal,12,13000.0,14000.0,2025-03-27
6009,Dates,10 Kg,1525,400.0,1600.0,2025-03-27
6011,Grated Coconut,25 Kg,1260,6500.0,7500.0,2025-03-27
6018,Amaranth,50 Kg,1260,6500.0,7500.0,2025-03-27
7001,Jasmine,1 Kg,835,300.0,450.0,2025-03-27
7002,Marigold,1 Kg,168,200.0,300.0,2025-03-27
7003,Jasmine,1 Kg,6,400.0,600.0,2025-03-27
7005,Tube Rose,1 Kg,2953,60.0,90.0,2025-03-27
7006,Marigold,1 Kg,21657,20.0,30.0,2025-03-27
7007,Holy Basil,1 Kg,1415,20.0,30.0,2025-03-27
7009,Lightning,1 Kg,2180,20.0,30.0,2025-03-27
7011,White Chrysanthemum,1 Kg,750,40.0,60.0,2025-03-27
7012,Yellow Chrysanthemum,1 Kg,421,60.0,90.0,2025-03-27
7013,Aster,Per Hundred,2417,12.0,18.0,2025-03-27
7014,Galanda,Per Hundred,543,8.0,12.0,2025-03-27
7015,Lily,Bundle,1652,8.0,12.0,2025-03-27
7016,Rose,Bunch,3779,12.0,18.0,2025-03-27
7018,Tube Rose Stick,Bunch,344,20.0,30.0,2025-03-27
7020,Golden D.J.,Bunch,727,20.0,30.0,2025-03-27
7021,Gladiolus Plain,Bunch,268,20.0,30.0,2025-03-27
7022,Gladiolus Colored,Bunch,337,40.0,60.0,2025-03-27
7027,Tats,Bunch,69,20.0,30.0,2025-03-27
7028,Gypsy,Bunch,222,100.0,150.0,2025-03-27
7031,Gerbera,Bunch,4460,10.0,20.0,2025-03-27
7032,Carnation,Bunch,505,60.0,100.0,2025-03-27
7033,Dutch Rose,Bunch,3182,60.0,100.0,2025-03-27
7035,Portia Tree,Per Piece,2953,8.0,12.0,2025-03-27
7036,Hibiscus,Per Hundred,161,8.0,12.0,2025-03-27
7038,Lilium,Bunch,107,400.0,600.0,2025-03-27
7039,Orchid,Bunch,19,300.0,450.0,2025-03-27
7040,Anthurium,Bunch,46,80.0,120.0,2025-03-27
7041,Grass,Bunch,1721,10.0,20.0,2025-03-27
7042,Leaf,Bunch,2723,20.0,30.0,2025-03-27
1001,Onion,Quintal,8322,700.0,1700.0,2025-03-26
1002,Potato,Quintal,7959,800.0,2000.0,2025-03-26
1003,Garlic,Quintal,1285,4000.0,10000.0,2025-03-26
1004,Ginger,Quintal,350,1300.0,2600.0,2025-03-26
2001,Ladyfinger,Quintal,224,1200.0,4500.0,2025-03-26
2002,Cluster Beans,Quintal,168,2500.0,6000.0,2025-03-26
2003,Tomato,Quintal,2028,500.0,1100.0,2025-03-26
2004,Peas,Quintal,271,3000.0,5000.0,2025-03-26
2005,Ridge Gourd,Quintal,245,3000.0,6000.0,2025-03-26
2006,Tinda,Quintal,37,1500.0,4000.0,2025-03-26
2007,Green Chilli,Quintal,609,3000.0,5000.0,2025-03-26
2008,Bottle Gourd,Quintal,107,600.0,1600.0,2025-03-26
2010,Cucumber,Quintal,624,1000.0,1600.0,2025-03-26
2011,Bitter Gourd,Quintal,108,2000.0,3000.0,2025-03-26
2012,Yam,Quintal,244,600.0,1500.0,2025-03-26
2013,Carrot,Quintal,960,1000.0,2000.0,2025-03-26
2014,Snake Gourd,Quintal,15,2000.0,4000.0,2025-03-26
2015,Pointed Gourd,Quintal,7,1500.0,2000.0,2025-03-26
2016,Cauliflower,Quintal,828,300.0,1000.0,2025-03-26
2017,Cabbage,Quintal,555,300.0,800.0,2025-03-26
2018,Brinjal,Quintal,279,1000.0,3000.0,2025-03-26
2019,Pumpkin,Quintal,269,1000.0,2500.0,2025-03-26
2020,Elephant Foot Yam,Quintal,5,1500.0,3000.0,2025-03-26
2021,Ivy Gourd,Quintal,27,1500.0,3000.0,2025-03-26
2022,Beetroot,Quintal,200,500.0,1500.0,2025-03-26
2023,Ash Gourd,Quintal,100,600.0,2000.0,2025-03-26
2024,Parwal,Quintal,4,3000.0,5000.0,2025-03-26
2026,Hyacinth Beans,Quintal,25,2500.0,5000.0,2025-03-26
2027,Drumstick,Quintal,151,1000.0,4000.0,2025-03-26
2028,Raw Mango,Quintal,302,2500.0,5000.0,2025-03-26
2029,Chow Chow,Quintal,13,500.0,3000.0,2025-03-26
2032,Amaranth Leaves,Quintal,36,1500.0,3000.0,2025-03-26
2033,Taro,Quintal,153,2000.0,3000.0,2025-03-26
2035,Pointed Gourd,Quintal,20,3000.0,5000.0,2025-03-26
2036,Zucchini,Quintal,8,1500.0,3000.0,2025-03-26
2037,Curry Leaves,Quintal,46,2500.0,5000.0,2025-03-26
2039,Tindora,Quintal,5,1000.0,3000.0,2025-03-26
2040,Colocasia,Quintal,11,1600.0,3000.0,2025-03-26
3023,Red and Yellow Pumpkin,Quintal,17,3500.0,5000.0,2025-03-26
3024,Basil,Quintal,1,3500.0,4000.0,2025-03-26
3025,Broccoli,Quintal,32,1500.0,4000.0,2025-03-26
3028,Chinese Cabbage,Quintal,1,2000.0,2500.0,2025-03-26
3029,Red Cabbage,Quintal,1,1500.0,2000.0,2025-03-26
3030,Avocado,Quintal,11,6000.0,7000.0,2025-03-26
3031,Baby Corn,Quintal,3,4500.0,5000.0,2025-03-26
3032,Zucchini,Quintal,10,1500.0,2000.0,2025-03-26
3034,Lettuce,Quintal,2,500.0,2500.0,2025-03-26
3035,Celery,Quintal,4,2000.0,6000.0,2025-03-26
3036,Mushroom,Quintal,6,10000.0,14000.0,2025-03-26
3037,Lotus Root,Quintal,1,4500.0,5000.0,2025-03-26
3041,Chinese Cucumber,Quintal,10,900.0,1000.0,2025-03-26
3042,Chinese Garlic,Quintal,2,5000.0,8000.0,2025-03-26
3001,Coriander,Per Hundred,149410,400.0,1200.0,2025-03-26
3002,Fenugreek,Per Hundred,70665,500.0,1000.0,2025-03-26
3003,Dill,Per Hundred,11250,400.0,800.0,2025-03-26
3004,Spring Onion,Per Hundred,12910,500.0,1000.0,2025-03-26
3005,Spinach,Per Hundred,12700,400.0,700.0,2025-03-26
3006,Radish,Per Hundred,1815,500.0,1500.0,2025-03-26
3007,Amaranth Leaves,Per Hundred,3900,500.0,700.0,2025-03-26
3008,Mustard,Per Hundred,100,400.0,600.0,2025-03-26
3009,Amaranth,Per Hundred,2050,400.0,800.0,2025-03-26
3011,Mint,Per Hundred,19700,200.0,500.0,2025-03-26
3014,Chia Seeds,Per Hundred,150,500.0,1000.0,2025-03-26
3016,Chia,Per Hundred,1800,400.0,1000.0,2025-03-26
3022,Iceberg Lettuce,Quintal,8,1500.0,3000.0,2025-03-26
4001,Lemon,Quintal,178,500.0,6000.0,2025-03-26
4002,Guava,Quintal,256,1500.0,5000.0,2025-03-26
4005,Jackfruit,Quintal,24,1000.0,4000.0,2025-03-26
4007,Pear,Quintal,75,5500.0,7500.0,2025-03-26
4023,Plum,Quintal,5,5000.0,15000.0,2025-03-26
4027,Pomegranate,Quintal,5,2000.0,7000.0,2025-03-26
4034,Jamun,Quintal,715,4000.0,9000.0,2025-03-26
4038,Pineapple,Quintal,183,3300.0,6600.0,2025-03-26
4041,Custard Apple,Quintal,1,3000.0,7000.0,2025-03-26
4044,Fig,Quintal,35,5000.0,10000.0,2025-03-26
4049,Strawberry,Quintal,21,10000.0,15000.0,2025-03-26
4051,Jujube,Quintal,1,1000.0,3000.0,2025-03-26
4054,Sapodilla,Quintal,257,2000.0,5000.0,2025-03-26
4059,Pomegranate - No.1,Quintal,251,2500.0,15000.0,2025-03-26
4063,Apple - Shimla,Quintal,523,3000.0,14000.0,2025-03-26
4074,Karonda,Quintal,1482,500.0,1000.0,2025-03-26
4081,Amla,Quintal,3,2500.0,3000.0,2025-03-26
4086,Banana,Quintal,11,500.0,2500.0,2025-03-26
4088,Sweet Lime,Quintal,376,3000.0,6000.0,2025-03-26
4102,Papaya,Quintal,316,700.0,2000.0,2025-03-26
4142,Grapes - Tasgaon,Quintal,826,2500.0,12500.0,2025-03-26
5003,Rice - Basmati,Quintal,40,7000.0,12000.0,2025-03-26
5004,Rice - Basmati Dubar,Quintal,778,5500.0,6500.0,2025-03-26
5005,Rice - Mogara,Quintal,550,4400.0,6200.0,2025-03-26
5006,Rice Flakes,Quintal,621,3800.0,4200.0,2025-03-26
5007,Rice - Ambemohar,Quintal,45,6400.0,8400.0,2025-03-26
5008,Rice - Kolam,Quintal,670,4000.0,7000.0,2025-03-26
5010,Rice - Dass,Quintal,678,3300.0,3700.0,2025-03-26
5011,Rice - Ukada,Quintal,411,3500.0,4500.0,2025-03-26
5012,Rice - Masuri,Quintal,418,3500.0,4000.0,2025-03-26
5013,Rice - Indrayani,Quintal,106,4500.0,5800.0,2025-03-26
5015,Wheat - Lokwan,Quintal,2582,3000.0,4000.0,2025-03-26
5017,Wheat - Gujarat Vinat,Quintal,663,3500.0,4300.0,2025-03-26
5018,Wheat - Gujarat Tukdi,Quintal,452,3700.0,4500.0,2025-03-26
5019,Wheat - Sinhor,Quintal,435,4000.0,5600.0,2025-03-26
5021,Sorghum - Maldandi No.1,Quintal,740,4500.0,5200.0,2025-03-26
5022,Sorghum - Maldandi No.2,Quintal,422,4300.0,4600.0,2025-03-26
5024,Sorghum - Vasant No.9,Quintal,547,4200.0,4500.0,2025-03-26
5025,Sorghum - Duri,Quintal,416,4100.0,4600.0,2025-03-26
5026,Pearl Millet - Gowran,Quintal,550,2800.0,2900.0,2025-03-26
5027,Pearl Millet - Hybrid,Quintal,379,2900.0,3100.0,2025-03-26
5028,Pearl Millet - Mahico No.910,Quintal,392,3100.0,3300.0,2025-03-26
5030,Peas - Green,Quintal,43,10100.0,11500.0,2025-03-26
5031,Peas - White,Quintal,40,4400.0,5400.0,2025-03-26
5033,Lentil,Quintal,42,6800.0,7400.0,2025-03-26
5035,Coriander - Indore,Quintal,2,10000.0,14000.0,2025-03-26
5036,Coriander - Gowran,Quintal,4,9000.0,10000.0,2025-03-26
5037,Chickpeas - Chafa,Quintal,41,7400.0,8200.0,2025-03-26
5038,Chickpeas - Hybrid,Quintal,38,7000.0,8000.0,2025-03-26
5041,Black Gram,Quintal,5,8800.0,9800.0,2025-03-26
5043,Maize - Red,Quintal,4,2300.0,2600.0,2025-03-26
5045,Tamarind - Old,Quintal,3,6500.0,7500.0,2025-03-26
5046,Tamarind - New,Quintal,4,9500.0,10500.0,2025-03-26
5047,Peanut - Gunguru,Quintal,776,9500.0,9800.0,2025-03-26
5048,Peanut - Jara,Quintal,325,9600.0,10200.0,2025-03-26
5049,Peanut - Spanish,Quintal,427,10600.0,11800.0,2025-03-26
5050,Turmeric - Rajapuri,Quintal,3,15000.0,20000.0,2025-03-26
5054,Green Gram,Quintal,42,9000.0,9800.0,2025-03-26
5057,Horse Gram,Quintal,7,5300.0,6600.0,2025-03-26
5058,Cowpea,Quintal,5,10000.0,12300.0,2025-03-26
5061,Finger Millet,Quintal,5,4500.0,5000.0,2025-03-26
5063,Jaggery - Type 1,Quintal,325,3801.0,3975.0,2025-03-26
5064,Jaggery - Type 2,Quintal,182,3675.0,3775.0,2025-03-26
5065,Red Jaggery,Quintal,215,3515.0,3651.0,2025-03-26
5067,Box Jaggery,Quintal,263,3900.0,4400.0,2025-03-26
5068,Red Chilli - Byadgi,Quintal,12,14000.0,19000.0,2025-03-26
5069,Red Chilli - Guntur,Quintal,11,13000.0,15000.0,2025-03-26
6009,Dates,10 Kg,1520,300.0,1500.0,2025-03-26
6011,Grated Coconut,25 Kg,1649,2850.0,2970.0,2025-03-26
6018,Amaranth,50 Kg,1267,6600.0,7400.0,2025-03-26
7001,Jasmine,1 Kg,810,300.0,450.0,2025-03-26
7002,Marigold,1 Kg,215,200.0,300.0,2025-03-26
7003,Jasmine,1 Kg,8,300.0,450.0,2025-03-26
7005,Tube Rose,1 Kg,3764,30.0,40.0,2025-03-26
7006,Marigold,1 Kg,27602,10.0,20.0,2025-03-26
7007,Holy Basil,1 Kg,1804,10.0,30.0,2025-03-26
7009,Lightning,1 Kg,2779,20.0,30.0,2025-03-26
7011,White Chrysanthemum,1 Kg,956,30.0,50.0,2025-03-26
7012,Yellow Chrysanthemum,1 Kg,536,40.0,60.0,2025-03-26
7013,Aster,Per Hundred,3081,6.0,10.0,2025-03-26
7014,Galanda,Per Hundred,692,6.0,10.0,2025-03-26
7015,Lily,Bundle,2106,10.0,14.0,2025-03-26
7016,Rose,Bunch,4817,8.0,12.0,2025-03-26
7018,Tube Rose Stick,Bunch,439,12.0,20.0,2025-03-26
7020,Golden D.J.,Bunch,926,10.0,20.0,2025-03-26
7021,Gladiolus Plain,Bunch,341,20.0,30.0,2025-03-26
7022,Gladiolus Colored,Bunch,429,30.0,50.0,2025-03-26
7027,Tats,Bunch,88,10.0,20.0,2025-03-26
7028,Gypsy,Bunch,283,100.0,200.0,2025-03-26
7031,Gerbera,Bunch,5684,10.0,20.0,2025-03-26
7032,Carnation,Bunch,644,50.0,100.0,2025-03-26
7033,Dutch Rose,Bunch,4056,50.0,80.0,2025-03-26
7035,Portia Tree,Per Piece,3764,4.0,6.0,2025-03-26
7036,Hibiscus,Per Hundred,205,4.0,6.0,2025-03-26
7038,Lilium,Bunch,137,300.0,500.0,2025-03-26
7039,Orchid,Bunch,24,200.0,300.0,2025-03-26
7040,Anthurium,Bunch,59,60.0,100.0,2025-03-26
7041,Grass,Bunch,2194,10.0,20.0,2025-03-26
7042,Leaf,Bunch,3471,20.0,30.0,2025-03-26
1001,Onion,Quintal,16946,700.0,1700.0,2025-03-25
1002,Potato,Quintal,11584,800.0,2000.0,2025-03-25
1003,Garlic,Quintal,1178,4000.0,10000.0,2025-03-25
1004,Ginger,Quintal,501,1000.0,2500.0,2025-03-25
2001,Ladyfinger,Quintal,548,1200.0,4500.0,2025-03-25
2002,Cluster Beans,Quintal,297,3000.0,6000.0,2025-03-25
2003,Tomato,Quintal,2982,600.0,1200.0,2025-03-25
2004,Peas,Quintal,463,3000.0,5000.0,2025-03-25
2005,Ridge Gourd,Quintal,319,3000.0,5000.0,2025-03-25
2006,Tinda,Quintal,130,2000.0,4000.0,2025-03-25
2007,Green Chilli,Quintal,801,3000.0,6500.0,2025-03-25
2008,Bottle Gourd,Quintal,311,600.0,1600.0,2025-03-25
2010,Cucumber,Quintal,1284,800.0,1600.0,2025-03-25
2011,Bitter Gourd,Quintal,221,1500.0,3000.0,2025-03-25
2012,Yam,Quintal,142,600.0,1200.0,2025-03-25
2013,Carrot,Quintal,1185,1000.0,2000.0,2025-03-25
2014,Snake Gourd,Quintal,21,2000.0,5000.0,2025-03-25
2015,Pointed Gourd,Quintal,23,1500.0,2000.0,2025-03-25
2016,Cauliflower,Quintal,1140,700.0,1000.0,2025-03-25
2017,Cabbage,Quintal,1152,300.0,700.0,2025-03-25
2018,Brinjal,Quintal,671,1000.0,3000.0,2025-03-25
2019,Pumpkin,Quintal,569,1000.0,3000.0,2025-03-25
2020,Elephant Foot Yam,Quintal,20,1500.0,2000.0,2025-03-25
2021,Ivy Gourd,Quintal,81,1500.0,4000.0,2025-03-25
2022,Beetroot,Quintal,245,700.0,1500.0,2025-03-25
2023,Ash Gourd,Quintal,183,1000.0,2000.0,2025-03-25
2024,Parwal,Quintal,15,3000.0,5000.0,2025-03-25
2026,Hyacinth Beans,Quintal,47,3000.0,5000.0,2025-03-25
2027,Drumstick,Quintal,281,1000.0,3500.0,2025-03-25
2028,Raw Mango,Quintal,471,2500.0,5000.0,2025-03-25
2029,Chow Chow,Quintal,39,500.0,3000.0,2025-03-25
2032,Amaranth Leaves,Quintal,47,1000.0,3000.0,2025-03-25
2033,Taro,Quintal,113,2000.0,3000.0,2025-03-25
2035,Pointed Gourd,Quintal,27,3000.0,3500.0,2025-03-25
2036,Zucchini,Quintal,55,2000.0,3000.0,2025-03-25
2037,Curry Leaves,Quintal,28,3000.0,5000.0,2025-03-25
2039,Tindora,Quintal,4,1500.0,3000.0,2025-03-25
2040,Colocasia,Quintal,24,1600.0,5000.0,2025-03-25
